id_zadania;id_uczestnika;id_jezyka;czas_zgloszenia;punktacja;status
10;19;1;27.11.2021 10:37;0;RE
7;7;3;27.11.2021 11:36;0;RE
6;66;1;27.11.2021 09:19;0;RE
5;17;6;27.11.2021 09:16;0;RE
5;48;1;27.11.2021 11:18;60;AC
2;39;9;27.11.2021 10:22;40;AC
2;44;1;27.11.2021 11:58;0;WA
7;81;10;27.11.2021 10:29;0;RE
8;48;1;27.11.2021 09:57;0;RE
1;63;10;27.11.2021 10:11;0;WA
1;67;2;27.11.2021 09:38;0;WA
8;8;1;27.11.2021 11:11;0;WA
6;51;2;27.11.2021 10:13;80;AC
8;51;1;27.11.2021 10:46;0;WA
6;90;5;27.11.2021 10:48;50;AC
7;15;10;27.11.2021 09:32;0;WA
7;75;2;27.11.2021 10:34;0;RE
4;95;2;27.11.2021 10:37;0;RE
3;79;9;27.11.2021 11:32;40;AC
9;44;9;27.11.2021 11:18;0;WA
1;28;1;27.11.2021 10:18;10;AC
10;64;1;27.11.2021 10:38;100;AC
1;51;2;27.11.2021 09:33;40;AC
10;96;1;27.11.2021 09:55;0;RE
9;50;1;27.11.2021 10:51;0;WA
1;33;10;27.11.2021 11:54;40;AC
1;51;1;27.11.2021 10:56;0;RE
1;18;5;27.11.2021 09:30;0;WA
3;68;1;27.11.2021 10:27;90;AC
2;73;6;27.11.2021 09:43;40;AC
1;46;1;27.11.2021 11:39;40;AC
2;92;2;27.11.2021 11:36;60;AC
5;52;1;27.11.2021 09:20;0;RE
6;77;1;27.11.2021 09:24;40;AC
1;5;2;27.11.2021 09:37;0;WA
9;59;1;27.11.2021 10:51;0;CE
10;18;2;27.11.2021 11:50;40;AC
4;55;2;27.11.2021 11:31;0;WA
10;82;1;27.11.2021 11:47;80;AC
3;38;1;27.11.2021 11:45;40;AC
2;6;9;27.11.2021 09:18;50;AC
9;31;1;27.11.2021 09:54;100;AC
2;47;1;27.11.2021 10:42;40;AC
5;57;1;27.11.2021 09:25;100;AC
5;46;8;27.11.2021 09:27;100;AC
4;68;6;27.11.2021 10:55;50;AC
10;16;1;27.11.2021 09:20;50;AC
9;80;1;27.11.2021 11:23;100;AC
6;26;8;27.11.2021 09:53;0;WA
9;91;2;27.11.2021 10:44;40;AC
7;90;5;27.11.2021 09:24;0;WA
10;97;1;27.11.2021 11:41;40;AC
8;42;10;27.11.2021 10:41;0;WA
4;54;2;27.11.2021 11:54;0;RE
1;7;2;27.11.2021 10:38;0;RE
4;27;2;27.11.2021 10:15;0;WA
8;5;1;27.11.2021 10:51;0;WA
4;4;1;27.11.2021 10:16;40;AC
2;38;8;27.11.2021 09:39;0;WA
9;6;8;27.11.2021 11:28;0;WA
3;42;1;27.11.2021 10:18;40;AC
4;84;2;27.11.2021 11:17;40;AC
6;20;2;27.11.2021 11:28;40;AC
3;56;1;27.11.2021 10:26;0;RE
10;31;2;27.11.2021 10:45;70;AC
2;19;1;27.11.2021 10:41;50;AC
6;55;1;27.11.2021 11:34;100;AC
6;56;1;27.11.2021 11:17;0;RE
3;57;1;27.11.2021 11:13;0;WA
10;84;6;27.11.2021 10:34;0;RE
10;15;1;27.11.2021 11:40;0;WA
9;92;2;27.11.2021 10:33;0;RE
3;15;7;27.11.2021 10:47;0;RE
7;65;9;27.11.2021 11:48;40;AC
3;74;1;27.11.2021 10:56;40;AC
10;10;2;27.11.2021 09:59;0;WA
8;71;4;27.11.2021 09:55;50;AC
9;8;1;27.11.2021 11:57;50;AC
3;51;2;27.11.2021 10:50;0;RE
3;91;3;27.11.2021 09:20;0;RE
3;91;1;27.11.2021 09:52;40;AC
2;87;1;27.11.2021 09:23;0;WA
2;33;9;27.11.2021 10:48;0;WA
5;7;2;27.11.2021 11:15;60;AC
3;52;1;27.11.2021 10:50;0;RE
3;84;1;27.11.2021 11:55;40;AC
1;4;6;27.11.2021 11:47;10;AC
1;43;1;27.11.2021 11:18;0;WA
6;25;2;27.11.2021 10:13;0;WA
5;15;7;27.11.2021 10:42;50;AC
3;96;3;27.11.2021 10:14;80;AC
1;7;9;27.11.2021 10:58;40;AC
10;83;1;27.11.2021 09:37;0;WA
1;5;9;27.11.2021 09:27;100;AC
8;70;2;27.11.2021 10:31;0;WA
1;100;4;27.11.2021 09:10;0;CE
1;90;2;27.11.2021 11:39;50;AC
1;67;1;27.11.2021 09:44;10;AC
6;24;1;27.11.2021 11:24;0;RE
3;29;1;27.11.2021 10:30;100;AC
2;30;9;27.11.2021 09:58;90;AC
7;77;1;27.11.2021 09:48;0;WA
5;77;2;27.11.2021 09:39;100;AC
1;40;1;27.11.2021 11:45;0;WA
10;60;1;27.11.2021 11:40;0;RE
9;51;1;27.11.2021 11:43;0;CE
5;81;10;27.11.2021 10:43;70;AC
7;64;8;27.11.2021 11:34;0;WA
9;100;4;27.11.2021 10:32;50;AC
1;83;1;27.11.2021 09:47;40;AC
4;17;5;27.11.2021 11:49;40;AC
8;86;2;27.11.2021 09:10;0;RE
5;12;6;27.11.2021 09:46;70;AC
2;4;7;27.11.2021 09:53;0;RE
9;29;1;27.11.2021 09:35;0;CE
10;76;9;27.11.2021 11:39;40;AC
9;25;1;27.11.2021 09:44;100;AC
9;94;2;27.11.2021 11:37;50;AC
5;61;1;27.11.2021 10:43;40;AC
7;1;5;27.11.2021 10:35;0;WA
6;65;2;27.11.2021 09:52;0;RE
10;43;6;27.11.2021 11:27;0;WA
9;60;2;27.11.2021 11:43;0;WA
8;76;2;27.11.2021 10:58;0;RE
6;38;1;27.11.2021 10:39;100;AC
10;12;2;27.11.2021 11:36;10;AC
8;96;3;27.11.2021 10:38;50;AC
5;82;2;27.11.2021 11:25;0;RE
2;51;4;27.11.2021 10:26;100;AC
9;94;3;27.11.2021 09:10;0;RE
7;23;2;27.11.2021 10:49;0;WA
8;84;1;27.11.2021 09:10;90;AC
5;92;1;27.11.2021 11:22;100;AC
3;82;1;27.11.2021 09:29;40;AC
2;1;1;27.11.2021 11:41;10;AC
10;95;2;27.11.2021 11:59;0;RE
5;79;7;27.11.2021 10:43;100;AC
8;27;2;27.11.2021 11:43;60;AC
2;99;8;27.11.2021 10:51;0;RE
6;33;2;27.11.2021 09:26;40;AC
4;72;6;27.11.2021 09:26;40;AC
3;35;5;27.11.2021 09:37;0;RE
4;12;1;27.11.2021 11:46;60;AC
8;59;1;27.11.2021 10:30;0;WA
6;63;6;27.11.2021 11:17;0;WA
8;4;1;27.11.2021 11:55;50;AC
7;62;10;27.11.2021 09:56;100;AC
10;51;8;27.11.2021 09:45;0;CE
9;9;1;27.11.2021 09:14;0;WA
1;82;1;27.11.2021 11:25;60;AC
4;81;1;27.11.2021 10:56;100;AC
10;66;7;27.11.2021 10:29;40;AC
1;2;1;27.11.2021 09:17;100;AC
5;32;1;27.11.2021 11:33;0;RE
10;95;5;27.11.2021 09:38;70;AC
6;7;3;27.11.2021 10:18;80;AC
4;8;9;27.11.2021 09:52;50;AC
10;60;1;27.11.2021 09:33;50;AC
3;89;6;27.11.2021 10:25;100;AC
1;76;4;27.11.2021 11:13;100;AC
6;49;1;27.11.2021 10:19;60;AC
5;57;6;27.11.2021 10:26;40;AC
10;4;2;27.11.2021 10:58;0;CE
3;44;1;27.11.2021 11:40;60;AC
5;77;1;27.11.2021 10:20;0;RE
7;58;1;27.11.2021 09:26;0;WA
5;51;1;27.11.2021 09:31;40;AC
10;17;6;27.11.2021 09:29;40;AC
5;87;1;27.11.2021 09:20;0;RE
7;45;2;27.11.2021 10:21;50;AC
5;58;2;27.11.2021 10:55;40;AC
2;91;9;27.11.2021 10:44;100;AC
7;92;1;27.11.2021 09:35;90;AC
6;95;10;27.11.2021 09:37;70;AC
5;40;9;27.11.2021 09:48;0;WA
9;77;1;27.11.2021 10:37;100;AC
10;80;3;27.11.2021 10:18;100;AC
1;5;3;27.11.2021 11:36;40;AC
8;82;2;27.11.2021 10:20;0;WA
4;46;1;27.11.2021 09:26;50;AC
1;83;1;27.11.2021 10:36;0;RE
6;91;1;27.11.2021 11:30;0;RE
3;96;5;27.11.2021 10:41;0;RE
6;80;1;27.11.2021 11:43;0;WA
2;19;9;27.11.2021 09:53;0;WA
6;80;7;27.11.2021 09:24;0;RE
3;30;1;27.11.2021 11:20;40;AC
1;21;1;27.11.2021 10:52;100;AC
2;95;8;27.11.2021 11:57;100;AC
8;40;8;27.11.2021 09:16;60;AC
5;26;1;27.11.2021 11:47;40;AC
1;42;3;27.11.2021 11:26;50;AC
9;40;1;27.11.2021 09:27;100;AC
10;16;1;27.11.2021 09:16;0;WA
3;44;5;27.11.2021 10:25;0;RE
4;55;1;27.11.2021 09:33;80;AC
8;88;1;27.11.2021 11:56;100;AC
1;57;1;27.11.2021 11:57;100;AC
1;86;5;27.11.2021 11:57;0;WA
4;21;2;27.11.2021 11:38;0;WA
4;4;1;27.11.2021 11:58;0;WA
6;29;1;27.11.2021 10:33;0;WA
9;45;7;27.11.2021 10:26;0;WA
7;23;2;27.11.2021 09:22;90;AC
5;91;1;27.11.2021 09:35;40;AC
7;81;9;27.11.2021 11:22;0;WA
3;53;10;27.11.2021 09:44;50;AC
5;40;2;27.11.2021 10:27;100;AC
6;12;2;27.11.2021 09:22;40;AC
5;48;1;27.11.2021 09:25;100;AC
2;38;5;27.11.2021 09:55;0;RE
6;90;1;27.11.2021 10:14;50;AC
9;16;2;27.11.2021 09:54;0;WA
4;56;1;27.11.2021 11:26;40;AC
1;13;7;27.11.2021 09:17;0;WA
10;56;2;27.11.2021 09:18;0;RE
10;73;1;27.11.2021 09:20;100;AC
9;10;1;27.11.2021 09:40;0;RE
2;16;2;27.11.2021 09:39;40;AC
9;13;1;27.11.2021 11:48;0;RE
6;6;1;27.11.2021 11:49;0;RE
1;2;6;27.11.2021 09:20;40;AC
7;8;1;27.11.2021 09:14;60;AC
6;69;2;27.11.2021 11:21;80;AC
1;77;1;27.11.2021 10:58;50;AC
2;51;8;27.11.2021 10:33;40;AC
5;70;1;27.11.2021 10:54;100;AC
5;19;2;27.11.2021 09:31;0;RE
1;31;2;27.11.2021 10:13;90;AC
10;53;8;27.11.2021 10:12;0;WA
9;68;7;27.11.2021 10:50;0;WA
7;63;7;27.11.2021 09:41;0;RE
9;21;3;27.11.2021 10:17;0;WA
3;2;2;27.11.2021 11:23;100;AC
10;13;1;27.11.2021 11:22;0;RE
3;88;4;27.11.2021 11:53;0;RE
1;74;9;27.11.2021 09:40;50;AC
5;45;1;27.11.2021 10:40;40;AC
1;28;8;27.11.2021 11:34;100;AC
8;89;1;27.11.2021 11:26;80;AC
6;75;2;27.11.2021 11:24;0;RE
8;60;2;27.11.2021 10:25;0;RE
6;87;2;27.11.2021 09:13;0;WA
1;77;5;27.11.2021 11:46;0;WA
5;15;2;27.11.2021 11:46;0;WA
2;91;2;27.11.2021 09:37;100;AC
6;90;4;27.11.2021 09:43;50;AC
1;53;2;27.11.2021 11:18;100;AC
4;81;6;27.11.2021 10:18;80;AC
7;3;5;27.11.2021 11:18;100;AC
4;30;1;27.11.2021 10:51;40;AC
9;88;2;27.11.2021 09:35;60;AC
9;88;2;27.11.2021 11:16;40;AC
6;75;1;27.11.2021 09:30;40;AC
9;57;4;27.11.2021 10:18;40;AC
10;3;1;27.11.2021 10:10;70;AC
1;67;9;27.11.2021 09:45;60;AC
3;58;2;27.11.2021 11:33;0;CE
1;62;3;27.11.2021 09:36;10;AC
9;26;1;27.11.2021 09:30;0;CE
4;72;5;27.11.2021 09:30;0;WA
2;56;2;27.11.2021 10:28;50;AC
2;83;2;27.11.2021 09:15;10;AC
3;50;1;27.11.2021 10:42;0;RE
6;48;1;27.11.2021 10:46;50;AC
4;23;5;27.11.2021 09:44;40;AC
1;85;1;27.11.2021 11:58;0;WA
10;67;5;27.11.2021 10:47;0;RE
4;77;9;27.11.2021 09:47;50;AC
3;58;1;27.11.2021 09:51;0;RE
2;90;5;27.11.2021 11:57;100;AC
3;2;1;27.11.2021 09:55;80;AC
10;95;1;27.11.2021 09:36;100;AC
2;45;2;27.11.2021 10:20;0;RE
4;67;1;27.11.2021 11:17;80;AC
1;88;1;27.11.2021 11:48;50;AC
3;73;1;27.11.2021 10:53;50;AC
1;21;1;27.11.2021 10:19;0;RE
8;51;2;27.11.2021 10:40;0;RE
4;54;2;27.11.2021 09:57;40;AC
3;33;4;27.11.2021 09:32;40;AC
6;20;1;27.11.2021 09:32;40;AC
8;50;1;27.11.2021 11:57;0;RE
7;92;1;27.11.2021 10:59;0;WA
8;50;2;27.11.2021 09:25;0;WA
1;5;1;27.11.2021 11:14;100;AC
10;43;7;27.11.2021 09:22;0;WA
9;6;1;27.11.2021 10:12;10;AC
4;16;2;27.11.2021 11:57;0;RE
8;27;1;27.11.2021 09:57;0;WA
6;88;2;27.11.2021 09:48;0;WA
2;43;7;27.11.2021 10:30;100;AC
7;5;10;27.11.2021 10:45;0;WA
2;78;4;27.11.2021 09:17;100;AC
2;11;1;27.11.2021 11:33;100;AC
7;10;1;27.11.2021 09:24;40;AC
3;47;1;27.11.2021 09:50;0;WA
6;76;5;27.11.2021 09:28;40;AC
3;13;9;27.11.2021 09:37;100;AC
3;51;1;27.11.2021 09:35;0;RE
10;77;10;27.11.2021 09:59;100;AC
10;53;3;27.11.2021 10:41;0;RE
6;48;1;27.11.2021 09:54;0;CE
9;93;3;27.11.2021 10:51;70;AC
4;31;8;27.11.2021 11:26;40;AC
10;17;2;27.11.2021 09:33;0;WA
5;63;7;27.11.2021 09:47;50;AC
4;92;2;27.11.2021 09:24;0;WA
2;60;9;27.11.2021 09:50;100;AC
9;27;2;27.11.2021 11:26;40;AC
5;36;1;27.11.2021 09:47;0;CE
4;52;1;27.11.2021 10:30;40;AC
4;40;1;27.11.2021 10:27;0;RE
4;50;1;27.11.2021 09:35;100;AC
9;71;6;27.11.2021 10:42;0;WA
8;96;3;27.11.2021 11:22;70;AC
8;76;1;27.11.2021 09:11;40;AC
10;81;2;27.11.2021 09:36;60;AC
8;90;1;27.11.2021 10:17;0;RE
5;25;2;27.11.2021 10:36;100;AC
8;68;8;27.11.2021 11:33;40;AC
7;93;1;27.11.2021 10:46;60;AC
4;79;1;27.11.2021 10:35;0;RE
2;13;1;27.11.2021 09:25;100;AC
5;7;5;27.11.2021 11:24;100;AC
2;92;5;27.11.2021 10:47;100;AC
9;92;10;27.11.2021 09:28;40;AC
7;53;1;27.11.2021 11:36;40;AC
2;92;1;27.11.2021 09:50;0;WA
10;29;1;27.11.2021 11:33;50;AC
5;28;1;27.11.2021 10:24;100;AC
9;62;10;27.11.2021 09:46;0;RE
3;72;1;27.11.2021 09:13;0;WA
7;3;1;27.11.2021 09:54;10;AC
4;96;1;27.11.2021 09:23;70;AC
4;68;2;27.11.2021 11:51;90;AC
3;83;6;27.11.2021 11:35;0;WA
1;34;2;27.11.2021 10:56;80;AC
1;97;1;27.11.2021 09:37;0;RE
4;89;2;27.11.2021 11:12;0;WA
9;70;2;27.11.2021 11:19;0;WA
1;1;7;27.11.2021 09:27;100;AC
2;12;1;27.11.2021 11:16;0;WA
3;17;1;27.11.2021 09:14;0;WA
4;36;1;27.11.2021 11:38;0;RE
9;55;2;27.11.2021 11:48;0;RE
2;97;2;27.11.2021 09:45;100;AC
6;51;1;27.11.2021 09:28;0;WA
7;52;1;27.11.2021 10:41;70;AC
7;60;2;27.11.2021 10:29;0;RE
5;55;2;27.11.2021 11:52;40;AC
8;53;1;27.11.2021 10:54;0;WA
3;25;1;27.11.2021 10:12;100;AC
10;44;1;27.11.2021 10:38;40;AC
2;57;2;27.11.2021 09:36;0;WA
2;80;5;27.11.2021 09:36;0;RE
9;34;2;27.11.2021 11:11;40;AC
8;54;1;27.11.2021 11:51;100;AC
2;81;2;27.11.2021 10:34;0;RE
7;69;6;27.11.2021 11:21;0;RE
8;34;1;27.11.2021 11:38;40;AC
9;42;1;27.11.2021 11:57;100;AC
3;94;1;27.11.2021 10:45;100;AC
7;25;2;27.11.2021 10:44;0;WA
8;33;1;27.11.2021 10:10;40;AC
9;5;5;27.11.2021 09:55;70;AC
9;48;2;27.11.2021 09:47;50;AC
1;53;1;27.11.2021 09:41;0;WA
1;76;10;27.11.2021 10:27;0;RE
7;84;8;27.11.2021 09:58;0;WA
4;90;1;27.11.2021 10:16;0;WA
1;94;10;27.11.2021 10:51;0;RE
7;59;1;27.11.2021 10:57;100;AC
10;85;1;27.11.2021 09:17;0;WA
1;66;10;27.11.2021 09:33;0;WA
1;50;1;27.11.2021 11:21;100;AC
2;54;8;27.11.2021 11:22;40;AC
9;39;3;27.11.2021 11:35;0;RE
9;70;10;27.11.2021 09:50;0;RE
2;36;2;27.11.2021 09:13;0;RE
9;65;1;27.11.2021 10:10;0;CE
5;81;9;27.11.2021 09:30;40;AC
10;79;4;27.11.2021 10:48;40;AC
1;2;4;27.11.2021 11:57;50;AC
10;36;6;27.11.2021 10:59;0;WA
8;51;3;27.11.2021 10:58;0;RE
4;44;6;27.11.2021 09:26;10;AC
10;92;10;27.11.2021 10:46;10;AC
6;2;5;27.11.2021 09:30;40;AC
10;24;2;27.11.2021 09:35;0;WA
6;69;1;27.11.2021 10:13;0;WA
9;32;7;27.11.2021 11:13;100;AC
4;99;2;27.11.2021 11:58;100;AC
8;2;3;27.11.2021 09:31;100;AC
8;25;1;27.11.2021 10:52;100;AC
2;1;1;27.11.2021 10:49;40;AC
1;38;10;27.11.2021 10:43;100;AC
2;6;6;27.11.2021 09:50;40;AC
5;85;5;27.11.2021 11:34;100;AC
5;90;1;27.11.2021 10:22;0;WA
2;79;1;27.11.2021 10:10;0;WA
4;76;7;27.11.2021 10:57;40;AC
3;33;7;27.11.2021 09:55;50;AC
6;5;10;27.11.2021 09:19;0;WA
3;51;1;27.11.2021 10:26;0;WA
4;45;3;27.11.2021 10:34;60;AC
9;33;1;27.11.2021 10:42;100;AC
8;1;3;27.11.2021 09:10;0;RE
10;1;2;27.11.2021 10:48;90;AC
6;51;1;27.11.2021 11:39;0;WA
6;7;1;27.11.2021 10:55;0;WA
1;67;1;27.11.2021 11:55;40;AC
7;95;1;27.11.2021 10:32;100;AC
5;48;1;27.11.2021 10:29;10;AC
6;32;1;27.11.2021 10:41;0;RE
1;84;2;27.11.2021 11:25;60;AC
9;12;1;27.11.2021 10:36;40;AC
3;66;1;27.11.2021 10:28;0;RE
3;91;2;27.11.2021 11:53;100;AC
6;93;3;27.11.2021 09:39;0;WA
10;26;2;27.11.2021 09:47;50;AC
10;10;8;27.11.2021 09:30;100;AC
8;86;1;27.11.2021 10:27;40;AC
3;38;2;27.11.2021 09:24;0;WA
10;56;1;27.11.2021 11:47;50;AC
9;80;1;27.11.2021 10:25;100;AC
9;89;1;27.11.2021 10:21;0;WA
1;29;2;27.11.2021 10:30;40;AC
4;92;1;27.11.2021 09:59;40;AC
6;69;6;27.11.2021 11:45;40;AC
7;70;2;27.11.2021 09:34;0;RE
6;27;8;27.11.2021 10:50;0;WA
7;31;2;27.11.2021 09:42;0;RE
4;29;6;27.11.2021 10:34;100;AC
1;22;1;27.11.2021 09:25;10;AC
7;59;4;27.11.2021 11:59;10;AC
4;42;1;27.11.2021 11:25;0;WA
5;91;6;27.11.2021 11:16;0;WA
5;59;8;27.11.2021 10:19;0;CE
5;35;4;27.11.2021 10:25;0;WA
2;64;2;27.11.2021 11:55;0;WA
7;66;1;27.11.2021 11:37;0;RE
5;24;2;27.11.2021 09:13;0;RE
10;43;2;27.11.2021 10:40;0;WA
10;44;2;27.11.2021 10:22;40;AC
5;10;2;27.11.2021 10:55;0;CE
3;87;1;27.11.2021 09:13;0;WA
7;35;1;27.11.2021 09:44;0;WA
4;97;1;27.11.2021 09:17;0;WA
7;31;2;27.11.2021 10:39;0;RE
3;90;10;27.11.2021 09:47;40;AC
6;55;8;27.11.2021 09:40;40;AC
9;11;1;27.11.2021 09:50;100;AC
9;92;7;27.11.2021 09:30;70;AC
8;15;2;27.11.2021 11:54;100;AC
1;77;10;27.11.2021 11:21;0;RE
5;95;1;27.11.2021 11:10;0;WA
8;1;9;27.11.2021 10:14;50;AC
3;12;5;27.11.2021 09:58;70;AC
5;17;2;27.11.2021 09:27;0;RE
3;79;1;27.11.2021 11:40;50;AC
1;28;5;27.11.2021 09:44;40;AC
6;37;1;27.11.2021 11:21;0;WA
9;84;2;27.11.2021 11:55;100;AC
6;75;1;27.11.2021 09:46;0;WA
1;61;1;27.11.2021 09:54;0;WA
1;100;2;27.11.2021 11:27;0;WA
8;52;1;27.11.2021 11:36;0;WA
1;67;3;27.11.2021 11:59;0;RE
5;82;2;27.11.2021 09:42;50;AC
5;95;7;27.11.2021 11:57;50;AC
6;99;5;27.11.2021 09:12;60;AC
10;60;3;27.11.2021 09:59;100;AC
7;88;1;27.11.2021 11:29;0;RE
9;34;2;27.11.2021 10:31;40;AC
9;32;2;27.11.2021 10:49;100;AC
7;43;5;27.11.2021 09:16;0;WA
1;75;9;27.11.2021 09:30;70;AC
4;2;1;27.11.2021 11:59;60;AC
1;78;3;27.11.2021 10:25;50;AC
3;50;1;27.11.2021 11:18;0;RE
5;70;1;27.11.2021 09:56;40;AC
3;24;1;27.11.2021 10:10;0;WA
4;4;5;27.11.2021 11:44;100;AC
3;76;1;27.11.2021 10:26;40;AC
5;77;1;27.11.2021 11:40;0;RE
9;94;10;27.11.2021 11:41;0;WA
4;15;1;27.11.2021 10:56;50;AC
7;4;2;27.11.2021 10:55;0;RE
6;65;7;27.11.2021 11:26;0;RE
1;43;9;27.11.2021 09:51;0;WA
9;17;2;27.11.2021 10:46;0;WA
10;58;1;27.11.2021 11:49;0;RE
4;44;2;27.11.2021 09:48;0;RE
8;29;2;27.11.2021 11:24;0;WA
4;64;1;27.11.2021 11:29;0;WA
4;86;4;27.11.2021 11:28;50;AC
4;93;1;27.11.2021 11:29;0;CE
8;70;9;27.11.2021 11:35;0;WA
7;95;1;27.11.2021 09:44;80;AC
1;2;1;27.11.2021 11:46;0;WA
1;15;2;27.11.2021 09:32;0;RE
6;22;1;27.11.2021 09:21;50;AC
10;22;1;27.11.2021 09:23;0;CE
9;51;1;27.11.2021 09:54;50;AC
2;77;1;27.11.2021 11:34;80;AC
7;67;2;27.11.2021 09:18;0;WA
2;48;9;27.11.2021 10:57;50;AC
2;46;5;27.11.2021 09:19;50;AC
7;77;1;27.11.2021 10:33;0;CE
9;30;2;27.11.2021 09:10;100;AC
10;96;1;27.11.2021 11:45;0;WA
3;78;1;27.11.2021 11:26;0;WA
8;87;3;27.11.2021 09:44;0;WA
3;88;1;27.11.2021 11:13;80;AC
7;18;4;27.11.2021 11:48;90;AC
9;3;9;27.11.2021 10:37;0;WA
1;31;7;27.11.2021 11:33;40;AC
6;89;1;27.11.2021 09:34;100;AC
1;30;1;27.11.2021 10:30;40;AC
3;2;1;27.11.2021 10:52;80;AC
7;84;2;27.11.2021 11:19;0;RE
10;86;1;27.11.2021 10:46;0;WA
9;10;2;27.11.2021 11:18;100;AC
9;1;9;27.11.2021 10:23;60;AC
3;99;1;27.11.2021 10:36;0;WA
6;91;1;27.11.2021 09:26;0;WA
9;44;1;27.11.2021 09:54;40;AC
3;15;1;27.11.2021 10:11;40;AC
9;34;2;27.11.2021 09:57;100;AC
6;26;2;27.11.2021 10:50;0;WA
6;52;9;27.11.2021 09:48;40;AC
3;52;2;27.11.2021 11:55;0;WA
6;61;2;27.11.2021 09:42;40;AC
1;3;6;27.11.2021 09:10;0;WA
1;69;1;27.11.2021 09:37;0;WA
3;58;2;27.11.2021 10:29;10;AC
10;28;7;27.11.2021 10:52;40;AC
5;21;9;27.11.2021 10:58;40;AC
6;47;1;27.11.2021 09:42;50;AC
6;93;2;27.11.2021 10:22;0;RE
9;76;10;27.11.2021 11:39;40;AC
6;81;2;27.11.2021 11:32;60;AC
8;25;1;27.11.2021 09:24;100;AC
5;88;2;27.11.2021 09:17;90;AC
2;90;3;27.11.2021 09:34;100;AC
6;22;2;27.11.2021 10:57;40;AC
7;63;1;27.11.2021 11:10;0;CE
5;3;2;27.11.2021 10:27;0;RE
2;65;5;27.11.2021 09:42;100;AC
5;77;1;27.11.2021 11:30;0;WA
1;53;8;27.11.2021 10:20;100;AC
5;84;9;27.11.2021 09:18;50;AC
10;34;5;27.11.2021 09:15;80;AC
4;23;1;27.11.2021 10:13;40;AC
9;47;3;27.11.2021 10:14;0;WA
3;52;1;27.11.2021 11:21;0;RE
6;67;2;27.11.2021 11:52;100;AC
2;87;9;27.11.2021 10:32;0;RE
5;33;9;27.11.2021 10:50;40;AC
8;46;3;27.11.2021 09:48;0;RE
9;50;1;27.11.2021 10:29;80;AC
4;53;6;27.11.2021 10:50;40;AC
1;91;3;27.11.2021 09:50;50;AC
4;35;2;27.11.2021 09:53;40;AC
9;59;7;27.11.2021 11:14;90;AC
6;78;2;27.11.2021 10:58;0;RE
8;97;1;27.11.2021 09:47;0;WA
1;57;9;27.11.2021 11:50;0;WA
8;15;1;27.11.2021 11:25;60;AC
9;9;1;27.11.2021 09:21;80;AC
4;26;8;27.11.2021 11:23;40;AC
10;56;3;27.11.2021 11:24;0;RE
4;46;3;27.11.2021 09:51;0;WA
7;99;6;27.11.2021 09:47;90;AC
9;84;1;27.11.2021 10:55;0;WA
4;30;2;27.11.2021 09:13;0;WA
5;88;2;27.11.2021 10:14;0;RE
7;87;2;27.11.2021 10:34;40;AC
8;64;2;27.11.2021 11:50;50;AC
10;30;1;27.11.2021 10:54;50;AC
9;89;2;27.11.2021 10:49;0;WA
2;4;2;27.11.2021 10:45;0;RE
7;18;8;27.11.2021 11:16;90;AC
3;65;2;27.11.2021 09:58;0;RE
9;28;2;27.11.2021 10:35;60;AC
3;76;2;27.11.2021 11:42;100;AC
5;52;5;27.11.2021 11:25;100;AC
4;57;7;27.11.2021 09:52;0;CE
9;81;1;27.11.2021 11:42;30;AC
6;1;1;27.11.2021 09:13;0;WA
5;9;8;27.11.2021 11:42;40;AC
6;72;2;27.11.2021 11:43;50;AC
8;68;2;27.11.2021 11:52;0;RE
7;57;1;27.11.2021 11:40;0;RE
5;57;10;27.11.2021 10:20;100;AC
1;7;1;27.11.2021 10:49;0;CE
7;90;2;27.11.2021 09:33;40;AC
4;67;1;27.11.2021 09:58;0;RE
8;35;3;27.11.2021 11:24;0;RE
5;60;9;27.11.2021 10:11;0;RE
7;80;4;27.11.2021 09:45;40;AC
8;27;2;27.11.2021 10:35;70;AC
3;84;4;27.11.2021 10:21;100;AC
6;92;2;27.11.2021 09:44;0;WA
4;76;2;27.11.2021 11:23;40;AC
5;1;1;27.11.2021 10:40;100;AC
6;76;2;27.11.2021 09:53;50;AC
8;94;1;27.11.2021 09:59;80;AC
7;56;2;27.11.2021 11:40;0;WA
4;100;2;27.11.2021 10:52;40;AC
6;81;4;27.11.2021 09:24;0;WA
3;3;5;27.11.2021 10:28;40;AC
8;56;1;27.11.2021 09:41;50;AC
10;68;8;27.11.2021 11:27;70;AC
2;82;8;27.11.2021 09:57;0;CE
4;89;2;27.11.2021 10:33;50;AC
8;96;1;27.11.2021 10:57;100;AC
10;19;1;27.11.2021 09:22;50;AC
1;62;1;27.11.2021 09:35;0;WA
1;23;1;27.11.2021 11:18;80;AC
5;33;1;27.11.2021 10:14;0;RE
3;56;1;27.11.2021 09:56;0;WA
5;81;2;27.11.2021 11:32;0;CE
5;26;10;27.11.2021 11:18;0;WA
7;8;3;27.11.2021 11:58;40;AC
5;79;1;27.11.2021 10:58;60;AC
3;88;1;27.11.2021 09:18;0;RE
4;96;1;27.11.2021 11:27;0;WA
2;77;1;27.11.2021 10:57;80;AC
10;52;1;27.11.2021 10:49;50;AC
7;47;1;27.11.2021 11:32;80;AC
4;30;2;27.11.2021 09:55;10;AC
5;22;1;27.11.2021 10:40;40;AC
