Godzina sprzedaży; Nazwa artykułu; Wartość netto; Stawka podatku VAT w %; Typ artykułu; Wartość sprzedaży narastająco
11:31;artykuł29;72,63;5;obuwie;21240,82
11:31;artykuł137;89,45;23;obuwie;21330,27
11:31;artykuł175;57,81;23;obuwie;21388,08
11:31;artykuł2;35,14;23;agd;21423,22
11:31;artykuł252;59,62;23;agd;21482,84
11:31;artykuł252;59,62;23;agd;21542,46
11:31;artykuł173;19,75;23;agd;21562,21
11:31;artykuł74;125,89;8;leki;21688,1
11:31;artykuł111;5,45;5;prasa;21693,55
11:31;artykuł150;62,9;5;prasa;21756,45
11:31;artykuł605;4,73;8;prasa;21761,18
11:31;artykuł189;8;8;prasa;21769,18
11:31;artykuł178;13,74;8;prasa;21782,92
11:45;artykuł35;-45,81;23;odzież;21737,11
11:45;artykuł43;53,81;23;odzież;21790,92
11:45;artykuł40;50,81;23;odzież;21841,73
11:45;artykuł137;7,34;23;kosmetyki;21849,07
11:45;artykuł176;61,75;23;kosmetyki;21910,82
11:45;artykuł250;18,54;23;kosmetyki;21929,36
11:45;artykuł461;7,95;23;kosmetyki;21937,31
11:45;artykuł510;4,82;23;kosmetyki;21942,13
11:45;artykuł558;27,53;23;kosmetyki;21969,66
11:45;artykuł558;27,53;23;kosmetyki;21997,19
11:45;artykuł82;8,93;23;kosmetyki;22006,12
11:45;artykuł82;8,93;23;kosmetyki;22015,05
11:45;artykuł84;10,93;23;kosmetyki;22025,98
11:45;artykuł102;12,89;5;spożywcze;22038,87
11:45;artykuł103;18,45;23;spożywcze;22057,32
11:45;artykuł103;18,45;23;spożywcze;22075,77
11:45;artykuł103;18,45;23;spożywcze;22094,22
11:45;artykuł104;0,78;5;spożywcze;22095
11:45;artykuł46;1,69;5;spożywcze;22096,69
11:45;artykuł51;3,79;5;spożywcze;22100,48
11:45;artykuł52;4,21;5;spożywcze;22104,69
11:45;artykuł52;4,21;5;spożywcze;22108,9
11:45;artykuł54;5,05;23;spożywcze;22113,95
11:45;artykuł54;5,05;23;spożywcze;22119
11:45;artykuł58;6,73;23;spożywcze;22125,73
11:45;artykuł59;7,15;23;spożywcze;22132,88
11:45;artykuł61;7,99;23;spożywcze;22140,87
11:45;artykuł62;8,41;23;spożywcze;22149,28
11:45;artykuł63;8,83;23;spożywcze;22158,11
11:45;artykuł30;15,68;5;dziecięce;22173,79
11:45;artykuł30;15,68;5;dziecięce;22189,47
11:45;artykuł26;36,82;23;obuwie;22226,29
11:45;artykuł26;36,82;23;obuwie;22263,11
11:45;artykuł28;63,9;23;obuwie;22327,01
11:45;artykuł115;45,72;23;obuwie;22372,73
11:45;artykuł463;23,75;23;obuwie;22396,48
11:45;artykuł8;34,56;8;leki;22431,04
11:45;artykuł78;48,5;8;leki;22479,54
11:45;artykuł78;48,5;8;leki;22528,04
11:45;artykuł79;31,52;8;leki;22559,56
11:45;artykuł177;32,79;8;prasa;22592,35
11:45;artykuł606;46;8;prasa;22638,35
12:00;artykuł35;45,81;23;odzież;22684,16
12:00;artykuł86;99,99;23;odzież;22784,15
12:00;artykuł116;2,48;23;kosmetyki;22786,63
12:00;artykuł116;2,48;23;kosmetyki;22789,11
12:00;artykuł137;7,34;23;kosmetyki;22796,45
12:00;artykuł162;23,45;23;kosmetyki;22819,9
12:00;artykuł186;6,82;23;kosmetyki;22826,72
12:00;artykuł250;18,54;23;kosmetyki;22845,26
12:00;artykuł262;25,8;23;kosmetyki;22871,06
12:00;artykuł558;27,53;23;kosmetyki;22898,59
12:00;artykuł83;9,93;23;kosmetyki;22908,52
12:00;artykuł103;18,45;23;spożywcze;22926,97
12:00;artykuł103;18,45;23;spożywcze;22945,42
12:00;artykuł47;2,11;5;spożywcze;22947,53
12:00;artykuł49;2,95;23;spożywcze;22950,48
12:00;artykuł55;5,47;23;spożywcze;22955,95
12:00;artykuł57;6,31;23;spożywcze;22962,26
12:00;artykuł58;6,73;23;spożywcze;22968,99
12:00;artykuł60;7,57;23;spożywcze;22976,56
12:00;artykuł61;7,99;23;spożywcze;22984,55
12:00;artykuł62;8,41;23;spożywcze;22992,96
12:00;artykuł31;54,71;5;dziecięce;23047,67
12:00;artykuł32;69,35;5;dziecięce;23117,02
12:00;artykuł21;240;5;obuwie;23357,02
12:00;artykuł26;36,82;23;obuwie;23393,84
12:00;artykuł26;36,82;23;obuwie;23430,66
12:00;artykuł26;36,82;23;obuwie;23467,48
12:00;artykuł26;-36,82;23;obuwie;23430,66
12:00;artykuł27;83,36;23;obuwie;23514,02
12:00;artykuł27;83,36;23;obuwie;23597,38
12:00;artykuł251;153,84;23;obuwie;23751,22
12:00;artykuł163;36,8;23;obuwie;23788,02
12:00;artykuł187;90,32;23;obuwie;23878,34
12:00;artykuł464;34,84;23;agd;23913,18
12:00;artykuł464;34,84;23;agd;23948,02
12:00;artykuł7;25,9;8;leki;23973,92
12:00;artykuł73;45,67;8;leki;24019,59
12:00;artykuł79;31,52;8;leki;24051,11
12:00;artykuł111;5,45;5;prasa;24056,56
12:00;artykuł605;4,73;8;prasa;24061,29
12:00;artykuł165;0,78;8;prasa;24062,07
12:14;artykuł36;46,81;23;odzież;24108,88
12:14;artykuł43;53,81;23;odzież;24162,69
12:14;artykuł87;124;23;odzież;24286,69
12:14;artykuł162;23,45;23;kosmetyki;24310,14
12:14;artykuł171;12,78;23;kosmetyki;24322,92
12:14;artykuł555;48,21;23;kosmetyki;24371,13
12:14;artykuł82;8,93;23;kosmetyki;24380,06
12:14;artykuł83;9,93;23;kosmetyki;24389,99
12:14;artykuł84;10,93;23;kosmetyki;24400,92
12:14;artykuł102;12,89;5;spożywcze;24413,81
12:14;artykuł102;12,89;5;spożywcze;24426,7
12:14;artykuł103;18,45;23;spożywcze;24445,15
12:14;artykuł46;1,69;5;spożywcze;24446,84
12:14;artykuł48;2,53;23;spożywcze;24449,37
12:14;artykuł49;2,95;23;spożywcze;24452,32
12:14;artykuł52;4,21;5;spożywcze;24456,53
12:14;artykuł53;4,63;23;spożywcze;24461,16
12:14;artykuł56;5,89;23;spożywcze;24467,05
12:14;artykuł58;6,73;23;spożywcze;24473,78
12:14;artykuł62;8,41;23;spożywcze;24482,19
12:14;artykuł62;8,41;23;spożywcze;24490,6
12:14;artykuł63;8,83;23;spożywcze;24499,43
12:14;artykuł30;15,68;5;dziecięce;24515,11
12:14;artykuł33;230,74;5;dziecięce;24745,85
12:14;artykuł462;3,73;5;dziecięce;24749,58
12:14;artykuł24;52,72;23;obuwie;24802,3
12:14;artykuł24;52,72;23;obuwie;24855,02
12:14;artykuł24;52,72;23;obuwie;24907,74
12:14;artykuł26;36,82;23;obuwie;24944,56
12:14;artykuł26;36,82;23;obuwie;24981,38
12:14;artykuł27;83,36;23;obuwie;25064,74
12:14;artykuł28;63,9;23;obuwie;25128,64
12:14;artykuł29;72,63;5;obuwie;25201,27
12:14;artykuł115;45,72;23;obuwie;25246,99
12:14;artykuł463;23,75;23;obuwie;25270,74
12:14;artykuł157;295,61;23;obuwie;25566,35
12:14;artykuł137;89,45;23;obuwie;25655,8
12:14;artykuł464;34,84;23;agd;25690,64
12:14;artykuł604;13,13;23;agd;25703,77
12:14;artykuł7;25,9;8;leki;25729,67
12:14;artykuł76;36,26;8;leki;25765,93
12:14;artykuł77;46,71;8;leki;25812,64
12:14;artykuł79;31,52;8;leki;25844,16
12:14;artykuł177;32,79;8;prasa;25876,95
12:14;artykuł514;6,71;8;prasa;25883,66
12:28;artykuł44;54,81;23;odzież;25938,47
12:28;artykuł44;54,81;23;odzież;25993,28
12:28;artykuł116;2,48;23;kosmetyki;25995,76
12:28;artykuł116;2,48;23;kosmetyki;25998,24
12:28;artykuł116;2,48;23;kosmetyki;26000,72
12:28;artykuł137;7,34;23;kosmetyki;26008,06
12:28;artykuł137;7,34;23;kosmetyki;26015,4
12:28;artykuł181;16,83;23;kosmetyki;26032,23
12:28;artykuł190;71,5;23;kosmetyki;26103,73
12:28;artykuł262;25,8;23;kosmetyki;26129,53
12:28;artykuł510;4,82;23;kosmetyki;26134,35
12:28;artykuł558;27,53;23;kosmetyki;26161,88
12:28;artykuł602;0,73;23;kosmetyki;26162,61
12:28;artykuł84;10,93;23;kosmetyki;26173,54
12:28;artykuł103;18,45;23;spożywcze;26191,99
12:28;artykuł103;18,45;23;spożywcze;26210,44
12:28;artykuł46;1,69;5;spożywcze;26212,13
12:28;artykuł48;2,53;23;spożywcze;26214,66
12:28;artykuł48;2,53;23;spożywcze;26217,19
12:28;artykuł50;3,37;5;spożywcze;26220,56
12:28;artykuł57;6,31;23;spożywcze;26226,87
12:28;artykuł61;7,99;23;spożywcze;26234,86
12:28;artykuł31;-54,71;5;dziecięce;26180,15
12:28;artykuł32;69,35;5;dziecięce;26249,5
12:28;artykuł22;162,9;5;obuwie;26412,4
12:28;artykuł22;162,9;5;obuwie;26575,3
12:28;artykuł26;36,82;23;obuwie;26612,12
12:28;artykuł26;36,82;23;obuwie;26648,94
12:28;artykuł26;36,82;23;obuwie;26685,76
12:28;artykuł28;63,9;23;obuwie;26749,66
12:28;artykuł157;295,61;23;obuwie;27045,27
12:28;artykuł252;59,62;23;agd;27104,89
12:28;artykuł464;34,84;23;agd;27139,73
12:28;artykuł604;13,13;23;agd;27152,86
12:28;artykuł139;239;23;agd;27391,86
12:28;artykuł7;25,9;8;leki;27417,76
12:28;artykuł72;22,22;8;leki;27439,98
12:28;artykuł76;36,26;8;leki;27476,24
12:28;artykuł79;31,52;8;leki;27507,76
12:28;artykuł111;5,45;5;prasa;27513,21
12:28;artykuł563;9,51;8;prasa;27522,72
12:28;artykuł466;24,85;8;prasa;27547,57
12:31;artykuł193;15,61;8;prasa;27563,18
12:43;artykuł35;45,81;23;odzież;27608,99
12:43;artykuł40;50,81;23;odzież;27659,8
12:43;artykuł40;50,81;23;odzież;27710,61
12:43;artykuł44;54,81;23;odzież;27765,42
12:43;artykuł45;55,81;23;odzież;27821,23
12:43;artykuł43;53,81;23;odzież;27875,04
12:43;artykuł42;52,81;23;odzież;27927,85
12:43;artykuł45;55,81;23;odzież;27983,66
12:43;artykuł87;124;23;odzież;28107,66
12:43;artykuł137;7,34;23;kosmetyki;28115
12:43;artykuł461;7,95;23;kosmetyki;28122,95
12:43;artykuł81;7,93;23;kosmetyki;28130,88
12:43;artykuł82;8,93;23;kosmetyki;28139,81
12:43;artykuł85;11,93;23;kosmetyki;28151,74
12:43;artykuł103;18,45;23;spożywcze;28170,19
12:43;artykuł103;18,45;23;spożywcze;28188,64
12:43;artykuł103;18,45;23;spożywcze;28207,09
12:43;artykuł47;2,11;5;spożywcze;28209,2
12:43;artykuł49;2,95;23;spożywcze;28212,15
12:43;artykuł51;3,79;5;spożywcze;28215,94
12:43;artykuł52;4,21;5;spożywcze;28220,15
12:43;artykuł31;54,71;5;dziecięce;28274,86
12:43;artykuł462;-3,73;5;dziecięce;28271,13
12:43;artykuł23;47,81;23;obuwie;28318,94
12:43;artykuł28;63,9;23;obuwie;28382,84
12:43;artykuł163;36,8;23;obuwie;28419,64
12:43;artykuł465;-11,62;5;prasa;28408,02
12:43;artykuł605;4,73;8;prasa;28412,75
12:43;artykuł606;-46;8;prasa;28366,75
12:57;artykuł43;53,81;23;odzież;28420,56
12:57;artykuł45;55,81;23;odzież;28476,37
12:57;artykuł87;124;23;odzież;28600,37
12:57;artykuł116;2,48;23;kosmetyki;28602,85
12:57;artykuł137;7,34;23;kosmetyki;28610,19
12:57;artykuł137;7,34;23;kosmetyki;28617,53
12:57;artykuł83;9,93;23;kosmetyki;28627,46
12:57;artykuł85;11,93;23;kosmetyki;28639,39
12:57;artykuł102;12,89;5;spożywcze;28652,28
12:57;artykuł102;12,89;5;spożywcze;28665,17
12:57;artykuł103;18,45;23;spożywcze;28683,62
12:57;artykuł103;-18,45;23;spożywcze;28665,17
12:57;artykuł103;18,45;23;spożywcze;28683,62
12:57;artykuł48;-2,53;23;spożywcze;28681,09
12:57;artykuł49;2,95;23;spożywcze;28684,04
12:57;artykuł50;-3,37;5;spożywcze;28680,67
12:57;artykuł53;4,63;23;spożywcze;28685,3
12:57;artykuł58;6,73;23;spożywcze;28692,03
12:57;artykuł21;240;5;obuwie;28932,03
12:57;artykuł29;72,63;23;obuwie;29004,66
12:57;artykuł251;153,84;23;obuwie;29158,5
12:57;artykuł138;36,83;23;obuwie;29195,33
12:57;artykuł2;35,14;23;agd;29230,47
12:57;artykuł604;13,13;23;agd;29243,6
12:57;artykuł72;22,22;8;leki;29265,82
12:57;artykuł253;3,8;8;prasa;29269,62
12:57;artykuł165;0,78;8;prasa;29270,4
12:57;artykuł605;-4,73;8;prasa;29265,67
13:12;artykuł35;45,81;23;odzież;29311,48
13:12;artykuł43;53,81;23;odzież;29365,29
13:12;artykuł45;55,81;23;odzież;29421,1
13:12;artykuł87;124;23;odzież;29545,1
13:12;artykuł116;2,48;23;kosmetyki;29547,58
13:12;artykuł137;7,34;23;kosmetyki;29554,92
13:12;artykuł162;23,45;23;kosmetyki;29578,37
13:12;artykuł171;12,78;23;kosmetyki;29591,15
13:12;artykuł461;7,95;23;kosmetyki;29599,1
13:12;artykuł566;-27,94;23;kosmetyki;29571,16
13:12;artykuł51;3,79;5;spożywcze;29574,95
13:12;artykuł52;4,21;5;spożywcze;29579,16
13:12;artykuł23;47,81;23;obuwie;29626,97
13:12;artykuł25;-240,78;23;obuwie;29386,19
13:12;artykuł26;36,82;23;obuwie;29423,01
13:12;artykuł29;72,63;5;obuwie;29495,64
13:12;artykuł115;45,72;23;obuwie;29541,36
13:12;artykuł603;73,9;23;obuwie;29615,26
13:12;artykuł114;145,57;23;agd;29760,83
13:12;artykuł604;13,13;23;agd;29773,96
13:12;artykuł173;19,75;23;agd;29793,71
13:12;artykuł77;46,71;8;leki;29840,42
13:12;artykuł79;31,52;8;leki;29871,94
13:12;artykuł79;31,52;8;leki;29903,46
13:12;artykuł111;5,45;5;prasa;29908,91
13:12;artykuł111;5,45;5;prasa;29914,36
13:12;artykuł156;4,39;5;prasa;29918,75
13:12;artykuł253;3,8;8;prasa;29922,55
13:12;artykuł253;3,8;8;prasa;29926,35
13:12;artykuł165;0,78;8;prasa;29927,13
13:12;artykuł117;17,17;8;prasa;29944,3
13:26;artykuł44;54,81;23;odzież;29999,11
13:26;artykuł86;99,99;23;odzież;30099,1
13:26;artykuł116;2,48;23;kosmetyki;30101,58
13:26;artykuł162;23,45;23;kosmetyki;30125,03
13:26;artykuł181;16,83;23;kosmetyki;30141,86
13:26;artykuł186;6,82;23;kosmetyki;30148,68
13:26;artykuł262;25,8;23;kosmetyki;30174,48
13:26;artykuł262;25,8;23;kosmetyki;30200,28
13:26;artykuł562;7,82;23;kosmetyki;30208,1
13:26;artykuł102;12,89;5;spożywcze;30220,99
13:26;artykuł103;18,45;23;spożywcze;30239,44
13:26;artykuł52;4,21;5;spożywcze;30243,65
13:26;artykuł52;4,21;5;spożywcze;30247,86
13:26;artykuł55;5,47;23;spożywcze;30253,33
13:26;artykuł61;7,99;23;spożywcze;30261,32
13:26;artykuł62;8,41;23;spożywcze;30269,73
13:26;artykuł62;8,41;23;spożywcze;30278,14
13:26;artykuł63;8,83;23;spożywcze;30286,97
13:26;artykuł64;9,25;23;spożywcze;30296,22
13:26;artykuł64;9,25;23;spożywcze;30305,47
13:26;artykuł31;54,71;5;dziecięce;30360,18
13:26;artykuł26;36,82;23;obuwie;30397
13:26;artykuł251;153,84;23;obuwie;30550,84
13:26;artykuł463;23,75;23;obuwie;30574,59
13:26;artykuł139;239;23;agd;30813,59
13:26;artykuł7;25,9;8;leki;30839,49
13:26;artykuł75;11,6;8;leki;30851,09
13:26;artykuł112;20,11;5;prasa;30871,2
13:26;artykuł165;0,78;8;prasa;30871,98
13:26;artykuł177;32,79;8;prasa;30904,77
13:26;artykuł514;-6,71;8;prasa;30898,06
13:26;artykuł117;17,17;8;prasa;30915,23
13:26;artykuł189;8;8;prasa;30923,23
13:26;artykuł178;13,74;8;prasa;30936,97
13:40;artykuł37;47,81;23;odzież;30984,78
13:40;artykuł43;53,81;23;odzież;31038,59
13:40;artykuł45;55,81;23;odzież;31094,4
13:40;artykuł116;2,48;23;kosmetyki;31096,88
13:40;artykuł116;2,48;23;kosmetyki;31099,36
13:40;artykuł171;12,78;23;kosmetyki;31112,14
13:40;artykuł172;4,67;23;kosmetyki;31116,81
13:40;artykuł461;7,95;23;kosmetyki;31124,76
13:40;artykuł555;48,21;23;kosmetyki;31172,97
13:40;artykuł81;7,93;23;kosmetyki;31180,9
13:40;artykuł102;12,89;5;spożywcze;31193,79
13:40;artykuł102;12,89;5;spożywcze;31206,68
13:40;artykuł103;18,45;23;spożywcze;31225,13
13:40;artykuł53;4,63;23;spożywcze;31229,76
13:40;artykuł57;6,31;23;spożywcze;31236,07
13:40;artykuł57;6,31;23;spożywcze;31242,38
13:40;artykuł61;7,99;23;spożywcze;31250,37
13:40;artykuł31;54,71;5;dziecięce;31305,08
13:40;artykuł32;69,35;5;dziecięce;31374,43
13:40;artykuł23;47,81;23;obuwie;31422,24
13:40;artykuł24;52,72;23;obuwie;31474,96
13:40;artykuł26;36,82;23;obuwie;31511,78
13:40;artykuł27;83,36;23;obuwie;31595,14
13:40;artykuł27;-83,36;23;obuwie;31511,78
13:40;artykuł28;63,9;23;obuwie;31575,68
13:40;artykuł603;73,9;23;obuwie;31649,58
13:40;artykuł138;36,83;23;obuwie;31686,41
13:40;artykuł137;89,45;23;obuwie;31775,86
13:40;artykuł187;90,32;23;obuwie;31866,18
13:40;artykuł1;135,78;23;agd;32001,96
13:40;artykuł139;239;23;agd;32240,96
13:40;artykuł75;11,6;8;leki;32252,56
13:40;artykuł77;46,71;8;leki;32299,27
13:40;artykuł78;48,5;8;leki;32347,77
13:40;artykuł78;48,5;8;leki;32396,27
13:40;artykuł78;48,5;8;leki;32444,77
13:40;artykuł79;31,52;8;leki;32476,29
13:40;artykuł465;-11,62;5;prasa;32464,67
13:40;artykuł605;4,73;8;prasa;32469,4
13:40;artykuł114;27,9;8;prasa;32497,3
13:55;artykuł38;48,81;23;odzież;32546,11
13:55;artykuł43;53,81;23;odzież;32599,92
13:55;artykuł86;99,99;23;odzież;32699,91
13:55;artykuł116;2,48;23;kosmetyki;32702,39
13:55;artykuł566;27,94;23;kosmetyki;32730,33
13:55;artykuł602;0,73;23;kosmetyki;32731,06
13:55;artykuł84;10,93;23;kosmetyki;32741,99
13:55;artykuł102;12,89;5;spożywcze;32754,88
13:55;artykuł52;4,21;5;spożywcze;32759,09
13:55;artykuł30;15,68;5;dziecięce;32774,77
13:55;artykuł30;15,68;5;dziecięce;32790,45
13:55;artykuł462;3,73;5;dziecięce;32794,18
13:55;artykuł22;162,9;5;obuwie;32957,08
13:55;artykuł24;52,72;23;obuwie;33009,8
13:55;artykuł24;52,72;23;obuwie;33062,52
13:55;artykuł26;36,82;23;obuwie;33099,34
13:55;artykuł251;153,84;23;obuwie;33253,18
13:55;artykuł182;147,81;23;obuwie;33400,99
13:55;artykuł2;35,14;23;agd;33436,13
13:55;artykuł464;34,84;23;agd;33470,97
13:55;artykuł464;34,84;23;agd;33505,81
13:55;artykuł604;13,13;23;agd;33518,94
13:55;artykuł8;34,56;8;leki;33553,5
13:55;artykuł177;32,79;8;prasa;33586,29
14:09;artykuł44;54,81;23;odzież;33641,1
14:09;artykuł45;55,81;23;odzież;33696,91
14:09;artykuł42;52,81;23;odzież;33749,72
14:09;artykuł116;2,48;23;kosmetyki;33752,2
14:09;artykuł116;2,48;23;kosmetyki;33754,68
14:09;artykuł137;7,34;23;kosmetyki;33762,02
14:09;artykuł172;4,67;23;kosmetyki;33766,69
14:09;artykuł102;12,89;5;spożywcze;33779,58
14:09;artykuł102;12,89;5;spożywcze;33792,47
14:09;artykuł102;12,89;5;spożywcze;33805,36
14:09;artykuł103;18,45;23;spożywcze;33823,81
14:09;artykuł48;2,53;23;spożywcze;33826,34
14:09;artykuł54;5,05;23;spożywcze;33831,39
14:09;artykuł60;7,57;23;spożywcze;33838,96
14:09;artykuł61;7,99;23;spożywcze;33846,95
14:09;artykuł32;69,35;5;dziecięce;33916,3
14:09;artykuł462;3,73;5;dziecięce;33920,03
14:09;artykuł22;162,9;5;obuwie;34082,93
14:09;artykuł251;153,84;23;obuwie;34236,77
14:09;artykuł137;89,45;23;obuwie;34326,22
14:09;artykuł4;512,67;23;agd;34838,89
14:09;artykuł114;145,57;23;agd;34984,46
14:09;artykuł115;-25,89;23;agd;34958,57
14:09;artykuł183;320,71;23;agd;35279,28
14:09;artykuł6;12,5;8;leki;35291,78
14:09;artykuł76;36,26;8;leki;35328,04
14:09;artykuł111;5,45;5;prasa;35333,49
14:09;artykuł605;4,73;8;prasa;35338,22
14:09;artykuł188;11;8;prasa;35349,22
14:09;artykuł567;15,74;8;prasa;35364,96
14:09;artykuł557;12,58;8;prasa;35377,54
14:24;artykuł35;45,81;23;odzież;35423,35
14:24;artykuł45;55,81;23;odzież;35479,16
14:24;artykuł116;2,48;23;kosmetyki;35481,64
14:24;artykuł190;71,5;23;kosmetyki;35553,14
14:24;artykuł250;18,54;23;kosmetyki;35571,68
14:24;artykuł262;25,8;23;kosmetyki;35597,48
14:24;artykuł602;0,73;23;kosmetyki;35598,21
14:24;artykuł83;9,93;23;kosmetyki;35608,14
14:24;artykuł85;11,93;23;kosmetyki;35620,07
14:24;artykuł103;18,45;23;spożywcze;35638,52
14:24;artykuł46;1,69;5;spożywcze;35640,21
14:24;artykuł47;2,11;5;spożywcze;35642,32
14:24;artykuł59;7,15;23;spożywcze;35649,47
14:24;artykuł64;9,25;23;spożywcze;35658,72
14:24;artykuł30;15,68;5;dziecięce;35674,4
14:24;artykuł31;54,71;5;dziecięce;35729,11
14:24;artykuł31;54,71;5;dziecięce;35783,82
14:24;artykuł31;54,71;5;dziecięce;35838,53
14:24;artykuł23;47,81;23;obuwie;35886,34
14:24;artykuł24;52,72;23;obuwie;35939,06
14:24;artykuł26;36,82;23;obuwie;35975,88
14:24;artykuł28;63,9;23;obuwie;36039,78
14:24;artykuł251;153,84;23;obuwie;36193,62
14:24;artykuł182;147,81;23;obuwie;36341,43
14:24;artykuł4;512,67;23;agd;36854,1
14:24;artykuł183;320,71;23;agd;37174,81
14:24;artykuł6;12,5;8;leki;37187,31
14:24;artykuł73;45,67;8;leki;37232,98
14:24;artykuł77;46,71;8;leki;37279,69
14:24;artykuł465;11,62;5;prasa;37291,31
14:24;artykuł188;11;8;prasa;37302,31
14:24;artykuł514;6,71;8;prasa;37309,02
14:24;artykuł564;6,83;8;prasa;37315,85
14:24;artykuł113;49,2;8;prasa;37365,05
14:38;artykuł41;51,81;23;odzież;37416,86
14:38;artykuł43;53,81;23;odzież;37470,67
14:38;artykuł43;53,81;23;odzież;37524,48
14:38;artykuł86;99,99;23;odzież;37624,47
14:38;artykuł86;99,99;23;odzież;37724,46
14:38;artykuł116;2,48;23;kosmetyki;37726,94
14:38;artykuł137;7,34;23;kosmetyki;37734,28
14:38;artykuł190;71,5;23;kosmetyki;37805,78
14:38;artykuł81;7,93;23;kosmetyki;37813,71
14:38;artykuł52;4,21;5;spożywcze;37817,92
14:38;artykuł56;5,89;23;spożywcze;37823,81
14:38;artykuł56;5,89;23;spożywcze;37829,7
14:38;artykuł57;6,31;23;spożywcze;37836,01
14:38;artykuł59;7,15;23;spożywcze;37843,16
14:38;artykuł64;9,25;23;spożywcze;37852,41
14:38;artykuł34;6,84;5;dziecięce;37859,25
14:38;artykuł26;36,82;23;obuwie;37896,07
14:38;artykuł26;36,82;23;obuwie;37932,89
14:38;artykuł27;83,36;23;obuwie;38016,25
14:38;artykuł27;-83,36;23;obuwie;37932,89
14:38;artykuł28;63,9;23;obuwie;37996,79
14:38;artykuł463;23,75;23;obuwie;38020,54
14:38;artykuł138;36,83;23;obuwie;38057,37
14:38;artykuł137;89,45;23;obuwie;38146,82
14:38;artykuł187;90,32;23;obuwie;38237,14
14:38;artykuł1;135,78;23;agd;38372,92
14:38;artykuł114;145,57;23;agd;38518,49
14:38;artykuł252;59,62;23;agd;38578,11
14:38;artykuł252;-59,62;23;agd;38518,49
14:38;artykuł7;25,9;8;leki;38544,39
14:38;artykuł7;25,9;8;leki;38570,29
14:38;artykuł71;12,99;8;leki;38583,28
14:38;artykuł75;11,6;8;leki;38594,88
14:38;artykuł78;48,5;8;leki;38643,38
14:38;artykuł112;20,11;5;prasa;38663,49
14:38;artykuł112;20,11;5;prasa;38683,6
14:38;artykuł117;17,17;8;prasa;38700,77
14:38;artykuł466;24,85;8;prasa;38725,62
14:49;artykuł166;4,72;8;prasa;38730,34
14:52;artykuł37;47,81;23;odzież;38778,15
14:52;artykuł37;47,81;23;odzież;38825,96
14:52;artykuł41;51,81;23;odzież;38877,77
14:52;artykuł116;2,48;23;kosmetyki;38880,25
14:52;artykuł137;7,34;23;kosmetyki;38887,59
14:52;artykuł250;18,54;23;kosmetyki;38906,13
14:52;artykuł461;7,95;23;kosmetyki;38914,08
14:52;artykuł82;8,93;23;kosmetyki;38923,01
14:52;artykuł85;11,93;23;kosmetyki;38934,94
14:52;artykuł102;12,89;5;spożywcze;38947,83
14:52;artykuł103;18,45;23;spożywcze;38966,28
14:52;artykuł46;1,69;5;spożywcze;38967,97
14:52;artykuł52;4,21;5;spożywcze;38972,18
14:52;artykuł53;4,63;23;spożywcze;38976,81
14:52;artykuł53;4,63;23;spożywcze;38981,44
14:52;artykuł54;5,05;23;spożywcze;38986,49
14:52;artykuł31;54,71;5;dziecięce;39041,2
14:52;artykuł31;54,71;5;dziecięce;39095,91
14:52;artykuł26;36,82;23;obuwie;39132,73
14:52;artykuł26;36,82;23;obuwie;39169,55
14:52;artykuł29;72,63;23;obuwie;39242,18
14:52;artykuł251;153,84;23;obuwie;39396,02
14:52;artykuł251;153,84;23;obuwie;39549,86
14:52;artykuł137;89,45;23;obuwie;39639,31
14:52;artykuł137;89,45;23;obuwie;39728,76
14:52;artykuł182;147,81;23;obuwie;39876,57
14:52;artykuł2;35,14;23;agd;39911,71
14:52;artykul3;78,9;23;agd;39990,61
14:52;artykuł73;45,67;8;leki;40036,28
14:52;artykuł74;125,89;8;leki;40162,17
14:52;artykuł77;46,71;8;leki;40208,88
14:52;artykuł111;5,45;5;prasa;40214,33
14:52;artykuł112;20,11;5;prasa;40234,44
14:52;artykuł556;9,45;8;prasa;40243,89
15:07;artykuł35;45,81;23;odzież;40289,7
15:07;artykuł35;45,81;23;odzież;40335,51
15:07;artykuł186;6,82;23;kosmetyki;40342,33
15:07;artykuł262;25,8;23;kosmetyki;40368,13
15:07;artykuł83;9,93;23;kosmetyki;40378,06
15:07;artykuł84;10,93;23;kosmetyki;40388,99
15:07;artykuł102;12,89;5;spożywcze;40401,88
15:07;artykuł102;12,89;5;spożywcze;40414,77
15:07;artykuł103;18,45;23;spożywcze;40433,22
15:07;artykuł50;3,37;5;spożywcze;40436,59
15:07;artykuł51;3,79;5;spożywcze;40440,38
15:07;artykuł53;4,63;23;spożywcze;40445,01
15:07;artykuł54;5,05;23;spożywcze;40450,06
15:07;artykuł56;5,89;23;spożywcze;40455,95
15:07;artykuł59;7,15;23;spożywcze;40463,1
15:07;artykuł59;7,15;23;spożywcze;40470,25
15:07;artykuł63;8,83;23;spożywcze;40479,08
15:07;artykuł30;15,68;5;dziecięce;40494,76
15:07;artykuł31;54,71;5;dziecięce;40549,47
15:07;artykuł462;3,73;5;dziecięce;40553,2
15:07;artykuł26;36,82;23;obuwie;40590,02
15:07;artykuł27;83,36;23;obuwie;40673,38
15:07;artykuł28;63,9;23;obuwie;40737,28
15:07;artykuł603;73,9;23;obuwie;40811,18
15:07;artykuł114;145,57;23;agd;40956,75
